ID emp.var.rate cons.price.idx cons.conf.idx euribor3m nr.employed
W347RU5PXM -1.8 92.89299999999999 -46.2 1.25 5099.1
66NKXQ5ISB -3.4 92.649 -30.1 0.7140000000000001 5017.5
ONR6OO1GYU 1.1 93.994 -36.4 4.859 5191.0
EOR1V6BV1H 1.4 93.91799999999999 -42.7 4.968 5228.1
HAL2KKEQEQ -1.8 93.876 -40.0 0.6970000000000001 5008.7
BU17G8FDBO 1.4 93.444 -36.1 4.9639999999999995 5228.1
HOLY6OB0A4 1.4 94.465 -41.8 4.961 5228.1
FPHZGEI5A0 1.4 94.465 -41.8 4.961 5228.1
C7AZI4THQO 1.4 93.444 -36.1 4.967 5228.1
VU32JBIWDN 1.4 93.444 -36.1 4.963 5228.1
WHGH1G1XIJ 1.4 93.91799999999999 -42.7 4.96 5228.1
MYDVH0QU6X 1.4 93.91799999999999 -42.7 4.962 5228.1
QJ2W04PGEK 1.4 93.444 -36.1 4.963 5228.1
H2BD60VFW4 -0.1 93.2 -42.0 4.021 5195.8
79REM5EDMQ 1.1 93.994 -36.4 4.857 5191.0
U55DB34WIG 1.1 93.994 -36.4 4.855 5191.0
3MZHTELTDH 1.4 94.465 -41.8 4.967 5228.1
YQXO02D5Y2 1.4 93.91799999999999 -42.7 4.961 5228.1
9OQXP3PLCL -1.8 92.89299999999999 -46.2 1.266 5099.1
4WFY39KRF7 -0.1 93.2 -42.0 4.12 5195.8
IPB63T8KAY 1.4 93.444 -36.1 4.968 5228.1
9O27WVND0L -1.8 92.84299999999999 -50.0 1.538 5099.1
I1D0QQ3WVO -1.8 92.89299999999999 -46.2 1.266 5099.1
AT995GXTNH -1.8 93.075 -47.1 1.4980000000000002 5099.1
JDUTFB7WEQ 1.1 93.994 -36.4 4.857 5191.0
CNY2N781AF 1.4 93.444 -36.1 4.962 5228.1
ST0KIMYAB7 1.1 93.994 -36.4 4.864 5191.0
EL1L35DD2Q -1.8 93.075 -47.1 1.405 5099.1
EOX8AZXUDP 1.4 93.444 -36.1 4.968 5228.1
6K0U18FRTX 1.1 93.994 -36.4 4.8580000000000005 5191.0
YLV8IGFUUZ 1.1 93.994 -36.4 4.8580000000000005 5191.0
58LHGPG0Q7 1.4 94.465 -41.8 4.961 5228.1
41G3DUFNZT 1.4 93.444 -36.1 4.965 5228.1
MVEABCT3Z4 1.4 93.91799999999999 -42.7 4.957 5228.1
7K6WWABYK7 1.4 93.91799999999999 -42.7 4.961 5228.1
1NPVU81PR4 -1.7 94.027 -38.3 0.9 4991.6
QQQWMTPI2B -0.1 93.2 -42.0 4.1530000000000005 5195.8
SC0ZPEPQ2B -1.8 92.89299999999999 -46.2 1.334 5099.1
TMHK3T4UDC 1.4 94.465 -41.8 4.961 5228.1
4DTH8WRG9B 1.4 93.91799999999999 -42.7 4.963 5228.1
JU2JJOAYAK 1.4 93.444 -36.1 4.968 5228.1
7ADWWDYDI4 -0.1 93.2 -42.0 4.021 5195.8
E4XVUFPS4H 1.4 93.444 -36.1 4.97 5228.1
9XHJBS0CJ1 1.1 93.994 -36.4 4.864 5191.0
9PIFGFNXFN -3.4 92.431 -26.9 0.752 5017.5
NPWGOQ4TW4 1.4 93.444 -36.1 4.963 5228.1
IJG8YXRMSZ 1.1 93.994 -36.4 4.8580000000000005 5191.0
UMB8AXO7YK -1.8 92.89299999999999 -46.2 1.25 5099.1
ZRUJOR1YT9 -1.8 93.075 -47.1 1.405 5099.1
BU6J6QU17P 1.4 93.444 -36.1 4.966 5228.1
I2US45CMMQ 1.4 93.444 -36.1 4.966 5228.1
A0QOV5ILC9 -0.1 93.2 -42.0 4.1530000000000005 5195.8
J8JO3YENN0 1.4 93.444 -36.1 4.966 5228.1
ZIS36JUEFQ 1.4 93.444 -36.1 4.963 5228.1
LBON3K74QR 1.1 93.994 -36.4 4.857 5191.0
W3XAHC9LRL 1.4 93.444 -36.1 4.97 5228.1
NN6L0W1BXO -1.8 92.89299999999999 -46.2 1.3130000000000002 5099.1
MFWCW9DL0P -1.8 92.89299999999999 -46.2 1.3130000000000002 5099.1
Y9TCJDGU2J 1.1 93.994 -36.4 4.86 5191.0
84YL8JK9PG 1.1 93.994 -36.4 4.857 5191.0
5U0HKHSHVS 1.4 93.91799999999999 -42.7 4.963 5228.1
TLP6Q36YV2 -3.4 92.649 -30.1 0.716 5017.5
Z2YWP5RK0Z -0.1 93.2 -42.0 4.191 5195.8
ZPN99VTMJG -0.1 93.2 -42.0 4.1530000000000005 5195.8
YHJ5J6Y06S -1.8 92.89299999999999 -46.2 1.2990000000000002 5099.1
QVMD6I69RF 1.4 94.465 -41.8 4.865 5228.1
3MRIVY62P3 1.4 94.465 -41.8 4.865 5228.1
S0DSSIH7XI 1.1 93.994 -36.4 4.855 5191.0
19RMG355WQ 1.1 93.994 -36.4 4.857 5191.0
AOW20754A1 1.4 94.465 -41.8 4.865 5228.1
W44WNN0KNI 1.4 93.444 -36.1 4.965 5228.1
TZ26AS0IQ7 1.4 93.91799999999999 -42.7 4.962 5228.1
KZYFSQFP01 -3.4 92.431 -26.9 0.74 5017.5
AJT7COMUD3 -3.4 92.431 -26.9 0.72 5017.5
RFLHL967QG 1.1 93.994 -36.4 4.86 5191.0
BOS0LFA97T 1.4 94.465 -41.8 4.947 5228.1
HXQYFROVA9 -1.8 92.89299999999999 -46.2 1.266 5099.1
KK5W7V4O5U -0.1 93.2 -42.0 4.1530000000000005 5195.8
F6B29C6WY1 -1.8 93.075 -47.1 1.405 5099.1
XHXH6PFOHV -1.8 93.075 -47.1 1.365 5099.1
1SPYNQ7914 1.1 93.994 -36.4 4.86 5191.0
EAPXO6NJUO 1.4 94.465 -41.8 4.959 5228.1
Z9SIN5OS7J -3.4 92.649 -30.1 0.7140000000000001 5017.5
RLBXAUHW4B 1.4 94.465 -41.8 4.967 5228.1
L4W0ZCX9EU -1.8 92.89299999999999 -46.2 1.344 5099.1
CZ8GJ1PK32 1.4 94.465 -41.8 4.96 5228.1
MR6P9EIAHQ 1.4 93.444 -36.1 4.963 5228.1
JPOK597E5G 1.1 93.994 -36.4 4.856 5191.0
D2174HNREQ 1.4 93.91799999999999 -42.7 4.962 5228.1
0E9H4EGP47 1.4 93.91799999999999 -42.7 4.962 5228.1
0MZ1SSNTU9 1.1 93.994 -36.4 4.857 5191.0
FIPL1ZVVYQ -0.1 93.2 -42.0 4.191 5195.8
02MU8ZURB1 1.4 93.444 -36.1 4.965 5228.1
E3O5P0XVZ6 -0.1 93.2 -42.0 4.245 5195.8
GJU0BEH6Q1 -1.8 92.89299999999999 -46.2 1.264 5099.1
6DET6KIJJW 1.4 93.444 -36.1 4.968 5228.1
2ESUPF37QG -1.8 92.89299999999999 -46.2 1.281 5099.1
H2LBP1NJ1V 1.4 93.91799999999999 -42.7 4.96 5228.1
1WRK3KPUPC -1.8 92.89299999999999 -46.2 1.334 5099.1
JE86DDCCKR -3.4 92.431 -26.9 0.7240000000000001 5017.5
GG3AQW222E 1.1 93.994 -36.4 4.86 5191.0
RUH69WRS0N 1.1 93.994 -36.4 4.855 5191.0
L9879E8CPL 1.1 93.994 -36.4 4.857 5191.0
KG0IGJ2CV8 -2.9 92.963 -40.8 1.252 5076.2
PQ38KLJ1OL -2.9 92.20100000000001 -31.4 0.883 5076.2
KHORJKZQ0Y -1.8 92.89299999999999 -46.2 1.291 5099.1
6FLELIURGI 1.1 93.994 -36.4 4.856 5191.0
L2L6FIQR3X 1.4 94.465 -41.8 4.961 5228.1
8KEDR27191 1.4 93.91799999999999 -42.7 4.962 5228.1
LZD34WZNKR 1.4 93.91799999999999 -42.7 4.96 5228.1
D4XCRB8TNX -1.7 94.055 -39.8 0.7609999999999999 4991.6
TLW82BFO62 1.1 93.994 -36.4 4.859 5191.0
GC2P9N40DZ 1.4 93.91799999999999 -42.7 4.962 5228.1
VMGTH0Q76H 1.4 93.91799999999999 -42.7 4.962 5228.1
ZKB7BZQ7LA -2.9 92.20100000000001 -31.4 0.883 5076.2
N61ODZ0VJM 1.4 93.91799999999999 -42.7 4.961 5228.1
IOZ7968TNE 1.4 94.465 -41.8 4.959 5228.1
9GS9P70Z8E -1.1 94.76700000000001 -50.8 1.046 4963.6
O5LUC1LO3Z -1.7 94.055 -39.8 0.767 4991.6
G6WAUE46FG 1.1 93.994 -36.4 4.857 5191.0
L65JS71KW2 1.4 93.91799999999999 -42.7 4.96 5228.1
6OFX0CTUL3 1.4 93.444 -36.1 4.965 5228.1
L4XRF75B13 -1.8 92.89299999999999 -46.2 1.2990000000000002 5099.1
SZD61EEY0X -1.8 92.89299999999999 -46.2 1.2990000000000002 5099.1
RRVMXN46FB -0.1 93.2 -42.0 4.12 5195.8
GFI1QXOV1C 1.1 93.994 -36.4 4.856 5191.0
ZKXFMAIU9G -1.1 94.199 -37.5 0.879 4963.6
LDGHIOFWT8 1.4 93.91799999999999 -42.7 4.963 5228.1
438SK7LOJ3 1.1 93.994 -36.4 4.857 5191.0
JDLLDXAZE6 -0.1 93.2 -42.0 4.12 5195.8
9ZL1IDPULV 1.4 94.465 -41.8 4.8660000000000005 5228.1
BQ5XNTP5C7 -2.9 92.469 -33.6 1.0590000000000002 5076.2
D2O36VWA0L -2.9 92.963 -40.8 1.26 5076.2
QYWMD8I19S 1.1 93.994 -36.4 4.859 5191.0
YUJBLW853I -1.8 92.89299999999999 -46.2 1.327 5099.1
78GGJGPS3T -2.9 92.20100000000001 -31.4 0.825 5076.2
8U8HNK86D4 1.4 93.444 -36.1 4.963 5228.1
PR8QM384DH 1.4 93.91799999999999 -42.7 4.958 5228.1
XOWR5TAYCQ -3.4 92.431 -26.9 0.73 5017.5
6OYC4X3EO1 1.1 93.994 -36.4 4.86 5191.0
R1HAPJ8QWW -0.1 93.79799999999999 -40.4 4.918 5195.8
0JCKRD98RR -1.8 92.89299999999999 -46.2 1.3130000000000002 5099.1
9S2KFPPKG9 -1.8 92.89299999999999 -46.2 1.327 5099.1
E5W4VL7OOT 1.4 94.465 -41.8 4.8660000000000005 5228.1
BZQJBKGDD6 -1.8 92.89299999999999 -46.2 1.266 5099.1
SGGREUYF2M -1.8 92.89299999999999 -46.2 1.291 5099.1
5URJRTHGKM 1.4 93.444 -36.1 4.965 5228.1
EH268SE8TE 1.4 94.465 -41.8 4.958 5228.1
D9W95JGNIQ -1.8 93.369 -34.8 0.635 5008.7
51NKQTSMF3 1.1 93.994 -36.4 4.856 5191.0
43CJ3OZ2SE 1.4 93.91799999999999 -42.7 4.957 5228.1
VFPS8KCPT6 -1.8 93.075 -47.1 1.405 5099.1
L5DURMS6I8 -1.8 93.369 -34.8 0.652 5008.7
BLAHICZOQ4 1.1 93.994 -36.4 4.857 5191.0
Q2ML2U22DI 1.4 93.91799999999999 -42.7 4.961 5228.1
U1UF54FANR 1.4 93.91799999999999 -42.7 4.962 5228.1
U22L385MJ5 -1.8 92.89299999999999 -46.2 1.327 5099.1
RIERIDMY42 1.1 93.994 -36.4 4.856 5191.0
EW1C9SQ3V7 -1.8 93.075 -47.1 1.405 5099.1
43T1EVE4HO 1.4 94.465 -41.8 4.96 5228.1
387681SE39 1.4 94.465 -41.8 4.958 5228.1
9Q6SZN0P58 1.4 93.444 -36.1 4.963 5228.1
OPQ4A6VBA8 -1.8 92.84299999999999 -50.0 1.811 5099.1
C01HITK2M6 -0.1 93.2 -42.0 4.0760000000000005 5195.8
WBHUJ3F45N 1.4 93.444 -36.1 4.968 5228.1
H01HD5JFBM 1.4 94.465 -41.8 4.959 5228.1
W25ESTXBFE 1.4 94.465 -41.8 4.961 5228.1
NZE0YFVMW7 -1.8 92.89299999999999 -46.2 1.3130000000000002 5099.1
R1XUNKGWJP 1.1 93.994 -36.4 4.86 5191.0
CH6NC3FAY5 1.4 93.91799999999999 -42.7 4.957 5228.1
SODKE4FODC 1.4 93.444 -36.1 4.966 5228.1
4E9ZA6NQZ4 -1.8 92.89299999999999 -46.2 1.25 5099.1
3XDFCDYFYF 1.4 93.444 -36.1 4.963 5228.1
9VPWBQU4XX -0.1 93.2 -42.0 4.021 5195.8
7Y3KURARF0 -1.8 92.89299999999999 -46.2 1.266 5099.1
A8PPTQAM24 -1.8 92.89299999999999 -46.2 1.25 5099.1
P6EYEW83F9 1.4 93.91799999999999 -42.7 4.957 5228.1
INOUBMK4RN 1.1 93.994 -36.4 4.86 5191.0
TXPXQATUJK 1.4 93.91799999999999 -42.7 4.958 5228.1
MI290URB2W 1.4 93.91799999999999 -42.7 4.963 5228.1
OGBGYGZS5M 1.4 94.465 -41.8 4.958 5228.1
3K91YB8MUD -2.9 92.20100000000001 -31.4 0.883 5076.2
NN2K8RB91J -2.9 92.963 -40.8 1.262 5076.2
1NILWHOQBD -1.8 92.89299999999999 -46.2 1.281 5099.1
E4D8RHYGIX -1.8 92.89299999999999 -46.2 1.327 5099.1
3AXSEYJVHS 1.4 93.444 -36.1 4.963 5228.1
ATDLPK32T1 -3.4 92.431 -26.9 0.742 5017.5
8NW4U9HG16 -0.1 93.2 -42.0 4.191 5195.8
F75H6OPOIR -1.8 92.84299999999999 -50.0 1.531 5099.1
GU0AMS3T9Q 1.4 93.91799999999999 -42.7 4.962 5228.1
7GLFUGNKR0 1.1 93.994 -36.4 4.855 5191.0
J4R4BBEOAP -1.8 93.075 -47.1 1.405 5099.1
OWS1MFYX0K 1.4 93.444 -36.1 4.9639999999999995 5228.1
V25T8A8PZ6 -1.7 94.215 -40.3 0.835 4991.6
UZRUCCWV1W 1.4 93.444 -36.1 4.965 5228.1
V64UV5A0WX 1.4 93.91799999999999 -42.7 4.962 5228.1
Z21M5JEQP5 1.1 93.994 -36.4 4.8580000000000005 5191.0
14DART29B4 -2.9 92.20100000000001 -31.4 0.884 5076.2
U0POOGCGXI -1.8 92.89299999999999 -46.2 1.266 5099.1
64XCK1CIKV 1.4 93.91799999999999 -42.7 4.961 5228.1
8U2ASRO8HG -1.8 92.89299999999999 -46.2 1.266 5099.1
48NXZ9R98T 1.4 93.444 -36.1 4.963 5228.1
EEA4D3PLHG 1.4 93.91799999999999 -42.7 4.963 5228.1
UH3NITY9QJ 1.4 93.91799999999999 -42.7 4.963 5228.1
PGTA3LMJCL -1.8 92.89299999999999 -46.2 1.25 5099.1
8FMB95LGUA 1.4 94.465 -41.8 4.96 5228.1
Z5DMLQ6X4Q 1.1 93.994 -36.4 4.8580000000000005 5191.0
EUP0F9SYO1 -1.8 92.89299999999999 -46.2 1.27 5099.1
VIQDGEJUAT 1.1 93.994 -36.4 4.857 5191.0
E41OGVPYVN -1.8 92.89299999999999 -46.2 1.25 5099.1
YDTXJCPXB5 -1.8 93.075 -47.1 1.405 5099.1
Q3NR6PDIVD -1.8 92.89299999999999 -46.2 1.291 5099.1
21MQZFHQ90 -1.8 92.89299999999999 -46.2 1.327 5099.1
VO6BO8LNE5 1.4 93.91799999999999 -42.7 4.968 5228.1
44R1S0RMD3 1.4 93.91799999999999 -42.7 4.957 5228.1
J0UQ9OHQD2 1.4 93.444 -36.1 4.9639999999999995 5228.1
OPAFX3VT2V 1.1 93.994 -36.4 4.8580000000000005 5191.0
RWBZN8IVU9 1.4 93.91799999999999 -42.7 4.961 5228.1
D591YPGG94 1.1 93.994 -36.4 4.8580000000000005 5191.0
0512OH9MSP -1.8 92.89299999999999 -46.2 1.327 5099.1
BX6DVFWVOX 1.1 93.994 -36.4 4.856 5191.0
6C2H1M26G9 -1.7 94.055 -39.8 0.742 4991.6
SL334J5R7A 1.4 93.444 -36.1 4.963 5228.1
NUA0MKV823 1.4 93.91799999999999 -42.7 4.961 5228.1
GR4EEL4Y0W 1.1 93.994 -36.4 4.856 5191.0
MLJ9Z7717G 1.4 93.91799999999999 -42.7 4.96 5228.1
1EFNUQKJS9 1.4 93.444 -36.1 4.9639999999999995 5228.1
VQL9E0CY9G 1.1 93.994 -36.4 4.855 5191.0
607AWWNAOU -1.8 93.075 -47.1 1.405 5099.1
UPSH6M3G8W 1.4 93.91799999999999 -42.7 4.962 5228.1
M1YJ7MA5ZN -1.8 92.89299999999999 -46.2 1.291 5099.1
WU1FMN2P43 -1.8 92.89299999999999 -46.2 1.291 5099.1
4CQTGGPQMV -1.8 93.369 -34.8 0.635 5008.7
7W6K2UETVA 1.4 93.91799999999999 -42.7 4.958 5228.1
8OYJ5U26OE -1.8 92.89299999999999 -46.2 1.244 5099.1
YR4JY7HZWF 1.4 93.444 -36.1 4.967 5228.1
2XNMNCWFO3 1.1 93.994 -36.4 4.857 5191.0
FZ55MN67KG 1.1 93.994 -36.4 4.86 5191.0
NNMVXZFAWH -1.8 92.89299999999999 -46.2 1.244 5099.1
99TPGRCD2M -1.8 92.89299999999999 -46.2 1.27 5099.1
7RTZDYT1NR -1.8 93.075 -47.1 1.405 5099.1
YKO25E0TCA 1.4 93.91799999999999 -42.7 4.962 5228.1
F57889UYP4 1.1 93.994 -36.4 4.857 5191.0
ME31VXH3MQ 1.4 93.444 -36.1 4.965 5228.1
E1JAULFFD1 1.4 94.465 -41.8 4.967 5228.1
G4VIOXQ5LT -3.0 92.713 -33.0 0.7170000000000001 5023.5
7NI6NSM8NA 1.4 93.91799999999999 -42.7 4.963 5228.1
HU2ULHIKGH 1.4 93.91799999999999 -42.7 4.955 5228.1
QOT6IL79QV 1.4 94.465 -41.8 4.864 5228.1
G0X7VY39AT 1.4 93.444 -36.1 4.965 5228.1
FVWPPGX2IA 1.1 93.994 -36.4 4.857 5191.0
24FQ8NVW5V 1.4 94.465 -41.8 4.967 5228.1
QTDCUUQDVQ 1.4 93.91799999999999 -42.7 4.963 5228.1
4UTO0BJ59D 1.4 93.444 -36.1 4.963 5228.1
BAAXS31ZS7 1.4 94.465 -41.8 4.96 5228.1
NGVNY8L5JS -0.1 93.2 -42.0 4.191 5195.8
MCS86R77B1 1.4 94.465 -41.8 4.865 5228.1
WGDTHTKVAU -1.8 92.89299999999999 -46.2 1.334 5099.1
ZEHLVZ9KVM 1.1 93.994 -36.4 4.864 5191.0
ARVKORZNB6 1.4 93.91799999999999 -42.7 4.96 5228.1
28TN1SZWFG 1.1 93.994 -36.4 4.86 5191.0
GXSNGT58Q5 -1.8 93.075 -47.1 1.405 5099.1
L0SDJ0BC4Y 1.4 93.444 -36.1 4.963 5228.1
606FMRDKZ2 -1.1 94.601 -49.5 0.9590000000000001 4963.6
OCHTGX2J0E -1.7 94.215 -40.3 0.835 4991.6
MVEY3X0NJ4 1.4 93.91799999999999 -42.7 4.96 5228.1
63BWA5I61I 1.4 93.444 -36.1 4.966 5228.1
PDB3NATW14 1.1 93.994 -36.4 4.856 5191.0
T0YWYBFYED 1.1 93.994 -36.4 4.86 5191.0
IRQCSAHWWH 1.4 93.444 -36.1 4.965 5228.1
7N14JPBXTA -1.8 93.075 -47.1 1.405 5099.1
CNY2M2OIDQ 1.1 93.994 -36.4 4.857 5191.0
DSQYR8XE8Y -0.1 93.2 -42.0 4.12 5195.8
C6BM6WLW7N 1.4 93.91799999999999 -42.7 4.957 5228.1
M61EWYXXSE 1.1 93.994 -36.4 4.855 5191.0
ZFDGYVZ0UH 1.1 93.994 -36.4 4.859 5191.0
TNCXW4ITAW -0.1 93.2 -42.0 4.191 5195.8
7UDYB2L4JY 1.4 94.465 -41.8 4.864 5228.1
N1IYDAAZFX -0.1 93.2 -42.0 4.0760000000000005 5195.8
AQF8Y4960O 1.1 93.994 -36.4 4.86 5191.0
9TF0FMIKSK 1.4 93.91799999999999 -42.7 4.962 5228.1
10M26CSNDU -2.9 92.20100000000001 -31.4 0.861 5076.2
SMTTDDACKF -1.8 93.075 -47.1 1.365 5099.1
DR2TXKXNAY 1.4 94.465 -41.8 4.958 5228.1
J8H6EBZTS1 1.4 94.465 -41.8 4.8660000000000005 5228.1
4SLUWEVAIJ 1.4 93.91799999999999 -42.7 4.962 5228.1
CLOL2R8T4J -0.1 93.2 -42.0 4.1530000000000005 5195.8
