ID campaign pdays previous poutcome
L147M6HV3J 1 999 0 nonexistent
AJ5DEJCAQO 1 999 0 nonexistent
TQW0W1FPXC 2 6 1 success
0M8VL4PU24 9 999 0 nonexistent
UL01I1UUMR 8 999 0 nonexistent
PIBJE4P035 4 999 0 nonexistent
U3CKPVV26V 1 999 0 nonexistent
NDOOR5YGFA 4 999 0 nonexistent
BRVDNG0GQ3 10 999 0 nonexistent
JO4JKIHQ24 5 999 0 nonexistent
Y6XT3RY8SF 2 999 0 nonexistent
80EER7ZPBB 1 3 1 success
615UF6D6O7 1 999 0 nonexistent
P9MJ3462VW 4 999 0 nonexistent
7NA763ST6M 4 999 0 nonexistent
XH9NXX63NE 1 999 0 nonexistent
OUMZDR17XL 1 999 0 nonexistent
MF1AW97H83 2 999 2 failure
745U5V9VMR 2 999 0 nonexistent
W3FJJCUQ7G 2 999 0 nonexistent
XAPWK5VPHN 2 999 0 nonexistent
P29XYMRQ3E 1 999 0 nonexistent
9G2C8EX8EF 2 999 0 nonexistent
YLIRK3EC1Q 3 999 0 nonexistent
K5E7XO8UJH 1 999 0 nonexistent
GYFZY2FRPX 2 999 0 nonexistent
GHPQQKS7YO 1 999 0 nonexistent
B9TIFUFZR5 1 999 0 nonexistent
HTQ7EFLHPN 2 999 0 nonexistent
8RE013T19F 1 999 0 nonexistent
MXR5K1YXEM 6 999 0 nonexistent
KDZ5ASLC3T 1 999 0 nonexistent
3W34GA152O 6 999 0 nonexistent
8X10V20Q21 6 999 0 nonexistent
UY763UNNBU 3 999 0 nonexistent
GDJGJXMACB 1 999 0 nonexistent
CPX5F9J8N4 1 999 1 failure
PH4IXCXBG0 4 999 0 nonexistent
E5D1PZH8FI 2 999 0 nonexistent
6M3ODNCRYC 2 999 0 nonexistent
CW6BGFFZDM 1 999 0 nonexistent
LHJUCIOC27 3 999 0 nonexistent
XWR250KGZZ 2 999 0 nonexistent
1IGR4WNO9K 3 999 1 failure
X520Y8ZKW1 1 999 0 nonexistent
GR4EEL4Y0W 2 999 0 nonexistent
69TCW18LP9 1 999 0 nonexistent
11ABGD5UB8 1 999 0 nonexistent
C1JP9Z74V5 3 999 0 nonexistent
ZPM3FF3RIO 1 999 0 nonexistent
SPC2BUXM9K 1 999 0 nonexistent
8H1W3T5Q86 2 999 0 nonexistent
3ENRYKT4OP 3 999 0 nonexistent
VB1DRLSQ3A 3 999 0 nonexistent
7OEE8FPGXK 3 999 0 nonexistent
VDEM9V3BR6 15 999 0 nonexistent
ZFHEG8TC7L 4 999 0 nonexistent
9SA0XHZPSG 6 999 0 nonexistent
PJZXZX31DZ 2 999 1 failure
AJS2UKDOVX 1 999 0 nonexistent
A7PYN80JSL 2 999 0 nonexistent
XORA9V0WDW 5 999 0 nonexistent
F5HE5233AO 1 999 0 nonexistent
WD7WKGN9CZ 5 999 0 nonexistent
4HUA2AWN74 1 999 0 nonexistent
ASZPROZAMJ 2 999 0 nonexistent
IQUL9R5F0B 1 999 0 nonexistent
LMJUVYN2FU 12 999 0 nonexistent
EM99HZPLEU 1 999 0 nonexistent
63ASCSH2JC 1 999 0 nonexistent
1YLYTI7ZGO 1 999 0 nonexistent
8DRQ7D47HE 5 999 0 nonexistent
L0MZW6VWSB 1 999 0 nonexistent
YBETKBXUFX 1 999 0 nonexistent
U515945D2P 1 6 2 failure
VZ7CAV3PZI 3 999 0 nonexistent
2TGOPJXGJ9 1 999 0 nonexistent
XIIAQNFYOA 5 4 2 success
CWO39NZJV0 7 999 0 nonexistent
IHYAAPQIMY 4 999 0 nonexistent
2L8QXVN4SE 1 999 0 nonexistent
0ASAHEEA0A 4 999 0 nonexistent
62J0V9JF7T 1 999 0 nonexistent
7WYY1Y1LBB 2 999 0 nonexistent
MM7VP3GVOJ 1 999 0 nonexistent
ATD3ICFH3O 1 999 0 nonexistent
6U11BXQJBV 6 999 0 nonexistent
MLH2WXVFY1 1 999 0 nonexistent
8FMB95LGUA 1 999 0 nonexistent
Y37DE5UQMQ 3 999 0 nonexistent
I88YFZTZKY 4 999 1 failure
7CLCINO3F9 1 999 0 nonexistent
AXJNLNEL9T 3 999 0 nonexistent
M9Q02HPVTV 1 999 0 nonexistent
TV1LWMD9TB 2 999 0 nonexistent
1MKZ0BREVH 2 999 0 nonexistent
P9N0A5OV8R 1 999 0 nonexistent
CQJHNGBRUY 1 999 0 nonexistent
M5LTYQC8P8 1 3 1 success
L3OWC27DNE 1 999 0 nonexistent
9VG4L8NHPM 1 999 0 nonexistent
43T1EVE4HO 4 999 0 nonexistent
K6CWAND558 1 999 0 nonexistent
ZFAHQGY18E 2 999 1 failure
GYQVQNERKY 4 999 0 nonexistent
33XEETCJVX 3 999 0 nonexistent
4JVCZ620W9 1 999 2 failure
77UK6IGTEL 19 999 0 nonexistent
4CS1AZ7FTK 3 999 0 nonexistent
DTZ4PUXD9V 4 999 0 nonexistent
0YSX8FMGSJ 4 999 0 nonexistent
MY2PVBWJK3 4 999 0 nonexistent
3MH2K97Q3V 1 999 0 nonexistent
BB5XYTVAL1 2 999 0 nonexistent
ZUJN2NUGPU 3 999 0 nonexistent
AQ8CLEO0J7 7 999 0 nonexistent
XG5SPS87U0 1 999 0 nonexistent
642GS6GCG2 1 999 0 nonexistent
VXAS0S3X4E 1 999 0 nonexistent
F2AHW1GCGM 1 999 0 nonexistent
YQZ4O1I5OL 4 999 0 nonexistent
1WLZEAGHRG 1 999 0 nonexistent
FWHIS6O8TO 2 999 0 nonexistent
CRQS3V6GEG 2 999 0 nonexistent
EPQC7UEHOS 1 999 0 nonexistent
JTCPTH95D8 2 999 0 nonexistent
J9EZRJFQKP 1 999 0 nonexistent
HDQ1KA0R4S 4 999 0 nonexistent
HWX4G5LNSE 3 999 0 nonexistent
I6JC6EU49O 1 999 0 nonexistent
F00T4DDLGN 7 999 0 nonexistent
04V3WV4S4A 1 999 1 failure
FA4T8D37HY 1 999 1 failure
79AUPCMPC8 4 999 1 failure
ZC9K2RNVJ7 1 999 0 nonexistent
09BS5OP4RT 5 999 1 failure
EJRGCYG8OI 4 999 0 nonexistent
8VEUII72SU 2 999 0 nonexistent
BH82742K45 1 999 0 nonexistent
63E5IX3R7B 1 999 0 nonexistent
DRY36O6JP4 1 999 0 nonexistent
VCCZ1UG8LM 3 999 0 nonexistent
HYVE4CIOHT 16 999 0 nonexistent
LCUU2J9UZX 1 999 0 nonexistent
GV0YDJVEMJ 2 999 0 nonexistent
NJKY8TTMV6 7 999 0 nonexistent
8D38EKYS1A 2 999 0 nonexistent
R4K171OILU 1 999 0 nonexistent
C8LPTVCF42 6 999 0 nonexistent
718PJXD5O7 2 999 0 nonexistent
VUY741V708 2 999 0 nonexistent
KIE3IBYG64 1 999 0 nonexistent
776VCIRRG4 3 999 0 nonexistent
GXAKK8AR45 1 999 0 nonexistent
Z8O072ENU9 2 999 1 failure
RZP6PIX9P3 4 999 0 nonexistent
QBXYRHUW1V 1 999 0 nonexistent
VKMPJCQRD5 1 999 0 nonexistent
ZA7NXCHQEU 2 999 0 nonexistent
HPGX3JRH9Y 4 999 0 nonexistent
1Q8UTZY1YI 2 999 0 nonexistent
6S29ZMJCQL 1 999 0 nonexistent
SLCN3OEO6Q 1 999 0 nonexistent
YXORXXJJO6 2 999 0 nonexistent
7NNDHD44LE 1 999 0 nonexistent
K21M9ZR4RW 4 999 0 nonexistent
0DDC4N8SG3 1 999 0 nonexistent
9OZVQHK258 1 999 0 nonexistent
2QHB3YHR2R 2 999 0 nonexistent
1L7PB8DU1O 2 999 0 nonexistent
3GR7YYOGUQ 4 999 0 nonexistent
7SJ6J723HK 3 999 0 nonexistent
1GG7G0ISBJ 1 999 0 nonexistent
NWFX5FG02X 1 999 0 nonexistent
9XJB4D0FTF 1 999 0 nonexistent
Q0PBIW438A 2 999 0 nonexistent
0Z35L96TN4 1 999 0 nonexistent
IPAFGX09R9 2 999 0 nonexistent
FMVR74L6PR 1 13 1 success
4CXF4919MP 1 999 0 nonexistent
J5EMA60JV9 1 999 0 nonexistent
KUOOEP56GR 1 999 0 nonexistent
QHZL1WRPBN 8 999 0 nonexistent
T24PV3GFIC 1 999 0 nonexistent
TRBQ5ZY4UL 6 999 0 nonexistent
TE1FJP3QVQ 1 999 1 failure
RGGZIDO5OB 3 999 0 nonexistent
OA105KDR70 1 999 0 nonexistent
NNONEUV3N3 2 999 0 nonexistent
KRSOAL3ZWA 1 999 0 nonexistent
M1C7S9REQZ 1 999 0 nonexistent
XSI3DN0VTI 1 999 0 nonexistent
7843MYL4DV 1 999 0 nonexistent
4PKTRSII6H 1 999 0 nonexistent
72AD3CWAG5 4 999 0 nonexistent
59YYQUCHYX 1 999 0 nonexistent
9FSS58OMNB 3 999 0 nonexistent
QVA0IVANOL 3 999 0 nonexistent
KC7EX5BNW3 1 999 0 nonexistent
364I35O5WC 1 999 0 nonexistent
DFI8ZZR6EG 1 999 0 nonexistent
SOCDE8OKWF 1 999 0 nonexistent
0BBDE7FLYZ 2 999 0 nonexistent
E3VP6DVIDH 1 999 0 nonexistent
EJMYZUPKTR 2 999 0 nonexistent
DUZ2NYDECP 3 999 0 nonexistent
WJIN8REUYY 1 999 0 nonexistent
F1MWDKUHN9 1 999 0 nonexistent
SH8JNIWE8S 1 999 0 nonexistent
U6ZDGR97W7 1 999 0 nonexistent
Z7GNHLTE4H 2 3 4 success
234QZTJ19G 2 999 0 nonexistent
JV2EVZ0XS2 1 999 0 nonexistent
FW5G67B2SM 1 999 0 nonexistent
MJ8XDBW8BR 1 999 0 nonexistent
FL11D1NPI4 1 3 1 success
V6CY0CQMQA 5 999 0 nonexistent
F1FINFACIS 4 999 0 nonexistent
XMFIB2YT1R 4 999 0 nonexistent
D9TRK8463Q 1 999 0 nonexistent
Q1KO5ZBHJZ 1 999 0 nonexistent
0QXETEE2FN 1 999 1 failure
QKNWOWCL4Z 10 999 0 nonexistent
Y7OX7K1E6R 5 999 0 nonexistent
Z3XZ1O01Y4 2 999 0 nonexistent
5M7KUFRLBS 2 999 1 failure
ZDJIOIKYRG 1 999 0 nonexistent
1S8ZKRY09P 1 999 1 failure
A4UE4OATRY 1 999 0 nonexistent
H1KWVE3EP7 1 999 0 nonexistent
H0CMMVV1SA 4 999 0 nonexistent
CHNPWKGUFH 2 999 1 failure
WHGDCYATPP 1 3 4 success
D00YUG502O 3 999 0 nonexistent
0TII1DVEY2 1 999 0 nonexistent
1ZXV76JTG9 2 999 0 nonexistent
3AZMXS5UEE 3 999 0 nonexistent
JF5O8EOGHV 1 999 0 nonexistent
U3MTRN1IF8 1 999 0 nonexistent
OD3RCLUKID 2 999 0 nonexistent
O5ZWLZ38JL 2 999 0 nonexistent
5LCVT6Y4ZT 2 999 1 failure
JT6IRK3TDL 1 999 0 nonexistent
XBDGVRMRHP 1 999 0 nonexistent
5BYG2NMJ2H 3 999 0 nonexistent
63BHGAA7NC 2 999 0 nonexistent
ELOBJ62XE9 1 999 1 failure
BBSISSMUL3 1 999 0 nonexistent
J2CNQL0XAH 3 999 0 nonexistent
AJJ0V74CRA 1 999 0 nonexistent
MJR20YDOHM 1 999 0 nonexistent
8TO3NFTHKL 1 999 1 failure
L3SNC9ZAS6 2 999 0 nonexistent
TPI021L995 3 999 0 nonexistent
DIRIRUVIFN 7 999 0 nonexistent
DKETZ1K8Y4 2 999 0 nonexistent
SWL86DYDSD 1 999 0 nonexistent
NNFJM4IRXN 8 999 0 nonexistent
N35XP18WNZ 2 999 0 nonexistent
GG173A8MHB 3 999 0 nonexistent
DRLCSMZOKW 1 999 0 nonexistent
6K0U18FRTX 1 999 0 nonexistent
GT5ZZYNTUX 1 999 0 nonexistent
0Y6YFBIFAN 2 999 0 nonexistent
25C7R3NT6I 1 999 0 nonexistent
4U6O667VB4 1 999 0 nonexistent
QSCEKXJYYL 2 999 2 failure
ZET7QHA88H 2 999 0 nonexistent
0HN6WWIA8V 18 999 0 nonexistent
ESJJEW0HKS 2 999 0 nonexistent
XNAH4GMJPE 1 999 0 nonexistent
OCLFPLGFMT 1 999 0 nonexistent
N8UOBKRCWS 1 999 1 failure
A8DCED4U2N 2 999 0 nonexistent
AOEO07BZ5F 1 999 1 failure
UWZ1LYAA6L 2 999 0 nonexistent
8IY504JXU1 1 999 0 nonexistent
SD5CFFB4N4 4 999 0 nonexistent
MMY9T3Z0YP 1 999 0 nonexistent
ALJAQZ65WQ 2 999 0 nonexistent
K6OPM7TSY8 2 999 0 nonexistent
MKK9ND9SA2 2 999 0 nonexistent
Q2O7CMKBXT 1 999 0 nonexistent
LEXKZDZPEF 1 999 0 nonexistent
95618ERS6C 5 999 0 nonexistent
10RVAQIXN7 3 999 0 nonexistent
F4T11E1J6T 1 999 1 failure
A2AYIV0TXZ 1 999 0 nonexistent
EXWGRXFYM6 3 999 0 nonexistent
LU204PLQQI 16 999 0 nonexistent
4W2TXV4ZD2 2 999 0 nonexistent
TDCU5W7HQV 1 999 0 nonexistent
CHYKMLEVG2 1 999 0 nonexistent
HRLZRHLAR2 7 999 0 nonexistent
I2YCV23P10 1 999 0 nonexistent
RVM527WSBT 1 999 0 nonexistent
HRJEL6XXOC 1 999 0 nonexistent
QVK3MYP8Q8 2 999 0 nonexistent
U5PPQ1JCYK 2 999 0 nonexistent
ASY5V92ZMG 1 999 0 nonexistent
K58861KB19 1 999 0 nonexistent
9JMYYFP1OG 3 999 0 nonexistent
R27C6OA8NI 2 999 0 nonexistent
NMLGS8Y4Q1 1 999 0 nonexistent
RLWMUGJOP8 1 999 0 nonexistent
IINO8142LN 2 999 0 nonexistent
57M48OV2DN 3 999 0 nonexistent
J4JKHEXHTR 4 999 0 nonexistent
3V58RZN095 2 999 0 nonexistent
C0391TFI70 1 999 0 nonexistent
RSS5U5JQ5W 1 999 0 nonexistent
ITGG0DRQTU 3 999 0 nonexistent
B39RDIYY7X 3 999 0 nonexistent
UN0KEWU7SN 2 999 0 nonexistent
IQHFMRYD3S 2 999 1 failure
D0QU8J7CKR 1 999 0 nonexistent
SW332R9RT2 2 999 0 nonexistent
4VJ8NQWRHX 2 999 0 nonexistent
PHZ558TCHW 1 999 1 failure
BIHF4Y9UZP 3 999 0 nonexistent
952E98TT5Z 1 999 1 failure
4543A2D4SC 2 5 1 success
5IN709LUID 2 999 0 nonexistent
KUKL68OPOR 1 999 1 failure
3NT45TOC72 4 999 1 failure
QBGBBHZQ8Y 3 999 0 nonexistent
2ODBZSKBD8 1 999 0 nonexistent
8GTCY3AA26 1 999 0 nonexistent
22V0LVMEG0 2 999 0 nonexistent
NNGXK8VK0J 3 999 0 nonexistent
Y5MLW4JAQG 2 999 0 nonexistent
2TY0XN52N9 2 999 0 nonexistent
PFNHBRKVS3 1 999 0 nonexistent
P4AXFP1A3X 1 999 0 nonexistent
AJ8M21T64B 1 999 0 nonexistent
TQ1JBM5YHI 3 999 0 nonexistent
OEG0U60DLT 2 999 0 nonexistent
2DKU4O28C3 3 999 0 nonexistent
TV6JJ9WYD0 2 999 0 nonexistent
I7YFFZFEWI 9 999 0 nonexistent
3PPHQO3BZD 4 999 0 nonexistent
B5JYYLE83K 2 999 0 nonexistent
6G8EQRR5PZ 1 999 0 nonexistent
0PWCO5A9MK 3 999 0 nonexistent
CD9FV1CWN0 5 999 0 nonexistent
HKWKD4CQJY 3 999 0 nonexistent
NM5R6A3IYR 1 999 0 nonexistent
WN2KSN66EQ 4 999 1 failure
O2VB8VBBUY 2 999 0 nonexistent
TZFC7O2J2L 2 999 0 nonexistent
UOBKO9UVDH 1 999 0 nonexistent
U222PDGH1Q 7 999 0 nonexistent
DUOJHMDB85 2 999 0 nonexistent
0ZQWVO2MPU 2 999 0 nonexistent
627J62KC3B 2 999 0 nonexistent
NTRRZ9YSZC 7 999 0 nonexistent
G4N1HPELBL 1 999 0 nonexistent
9BRXNU9WQS 2 999 0 nonexistent
Y5B0RG3Z2W 1 999 0 nonexistent
DEOCFH1T7Y 4 999 0 nonexistent
Z4HV7FWMJX 1 999 1 failure
QRW1Z0EVD8 3 999 0 nonexistent
GUC3SF6T2F 1 999 0 nonexistent
NWI5WFAJ4R 1 999 0 nonexistent
NJHIS6WY38 1 999 0 nonexistent
UFQVICQH84 1 999 0 nonexistent
2VCFQZX95I 2 999 0 nonexistent
87ZM9E4ECE 4 999 0 nonexistent
6NMCBJX12Q 5 999 0 nonexistent
9MPQS12L0S 3 999 0 nonexistent
PEY55I0Q8D 1 999 1 failure
4YGQ5MUPP8 1 999 0 nonexistent
HTGSARZXSG 1 999 0 nonexistent
9I26ZQOTVJ 1 999 0 nonexistent
JGD5F4CDTF 12 999 0 nonexistent
OMO0KL2WZI 6 999 0 nonexistent
LICGM610X5 6 999 0 nonexistent
L2131L1LV7 4 999 0 nonexistent
IWLJFVZTDP 2 999 0 nonexistent
CJLWDL2EQD 2 999 0 nonexistent
G28P3XJERK 1 999 0 nonexistent
PKPN21SVMX 6 999 0 nonexistent
IROAYCME6J 1 999 0 nonexistent
WNA5RQ84YJ 2 999 0 nonexistent
VDHBV6VIFL 2 999 0 nonexistent
3EKP55NUYQ 5 999 0 nonexistent
HOLY6OB0A4 11 999 0 nonexistent
Q2F6UVEROW 1 999 0 nonexistent
SZC353ZZC6 2 999 0 nonexistent
5LJM8ZL6JF 8 999 0 nonexistent
BVC2NIWC0D 2 6 2 success
EPUR6U0FWZ 3 999 0 nonexistent
0MEAY6EI2O 5 999 0 nonexistent
UHNHS14Z8E 1 999 0 nonexistent
8OVJN2GP0P 1 999 1 failure
9DJA5HD3TS 1 999 0 nonexistent
F2FK5VG6VN 1 999 0 nonexistent
8SSO63XGPP 4 999 0 nonexistent
4N0TOQGMHW 5 999 0 nonexistent
9F1LGIMXM3 1 999 0 nonexistent
3NF84DPNJW 1 999 0 nonexistent
ZBJTQOYHAV 1 999 1 failure
0VR9PK8ESL 1 999 0 nonexistent
CFQGUYDKDD 2 999 1 failure
RSLL5T1E7J 1 999 0 nonexistent
FIQPZKDMNC 2 999 0 nonexistent
XUAHODQ8WU 8 999 0 nonexistent
LKXPZYK7XE 4 999 0 nonexistent
BV7IHSXVHT 2 999 0 nonexistent
EM1IKLYJYS 1 999 0 nonexistent
SB9OJE4WEV 1 999 0 nonexistent
SIPAORA36O 2 999 1 failure
89B1CV98CU 1 999 0 nonexistent
OJGHK33WO3 3 999 0 nonexistent
X5YBFTBWOL 1 999 0 nonexistent
TIKBRYQC4T 2 999 0 nonexistent
81QFI8VX8Z 3 999 0 nonexistent
SF4BWM7OP2 1 999 0 nonexistent
64TAE9BLVY 2 6 3 success
U3TCT4FO25 2 999 0 nonexistent
C378AK4QPO 2 999 0 nonexistent
2MLAZEVQYF 4 999 0 nonexistent
SKL5K5FS3I 1 999 1 failure
S5C2CYF5J7 5 999 0 nonexistent
N2Q7AGQ6RR 2 999 0 nonexistent
IYUO73RCY7 1 999 0 nonexistent
HCWC5ESLKH 3 999 1 failure
36IQEOYCM7 1 999 1 failure
A9FLG40DIA 2 999 0 nonexistent
PF1EC5YCZU 1 999 0 nonexistent
17DPZRAN9M 1 999 0 nonexistent
BFJQMR7SKC 2 999 0 nonexistent
9ULS2ZBU9J 1 999 0 nonexistent
78C5UWFTEG 1 999 0 nonexistent
7ZO2OYNYZP 1 999 0 nonexistent
01EPJ7YL82 2 999 0 nonexistent
WM1228PWA2 5 999 0 nonexistent
H2I7T19YYJ 1 999 1 failure
2BD5W4ZHP5 2 3 2 success
YPAS6FLBD4 3 999 0 nonexistent
TD819Y1GKP 3 999 0 nonexistent
CA6PGXTSKQ 1 999 0 nonexistent
1R4J5A52H7 2 999 0 nonexistent
B584JWNTKS 1 999 0 nonexistent
6C005JHIG4 3 999 0 nonexistent
DUNYU5MVH9 2 999 1 failure
U1IZDWWKYI 1 999 0 nonexistent
2JODELHL1Q 2 999 0 nonexistent
EG2O193J7N 2 999 1 failure
S1KA1HKAE4 1 999 0 nonexistent
UCL6RDPUIU 9 999 0 nonexistent
QG9UNFCPPI 2 999 0 nonexistent
V4PK3OIPBC 2 999 0 nonexistent
Q0VIQDORGR 2 999 0 nonexistent
H4MR44FJ99 5 999 0 nonexistent
UNUX7HG7YX 2 999 0 nonexistent
6QWVRQ0PXA 3 999 0 nonexistent
T7G2L2C76M 3 999 0 nonexistent
4NZW4XF73B 7 999 0 nonexistent
AA5XC8D39A 5 999 0 nonexistent
45SZR8CL8J 1 999 0 nonexistent
IHOUUH7DBU 1 999 0 nonexistent
U9KNRAJH7G 1 999 0 nonexistent
G1J21FZAZ4 1 999 0 nonexistent
61U10ZJNXC 1 999 0 nonexistent
QUTEA950SF 1 999 0 nonexistent
C1H6CFVY0B 1 999 1 failure
G4SE5RGA9N 2 999 0 nonexistent
RXYAL9GJ9W 1 999 1 failure
NHQWPM787K 2 999 0 nonexistent
YR4N2YIRJO 2 999 0 nonexistent
QR8FGBEJBF 1 999 1 failure
9BGNO0V146 5 999 0 nonexistent
LTF9OR8BUS 2 999 1 failure
O5AWORG7YI 1 999 0 nonexistent
2VGH9KXQ2L 7 999 0 nonexistent
GTH3X6JNRM 2 999 0 nonexistent
UKG2FMOEYD 1 999 0 nonexistent
XN0UPOTX3C 1 999 0 nonexistent
VRIEIK1T4Z 1 999 0 nonexistent
5UOWL5RHN6 4 999 1 failure
B239R9FCPQ 2 999 0 nonexistent
EFZ1HK6BJ2 2 999 0 nonexistent
GBXI37KUYR 1 999 0 nonexistent
GS1YMS1LJO 3 999 0 nonexistent
999RNMD0GD 1 999 0 nonexistent
81XVF36JYS 5 999 0 nonexistent
0V16FLP7J6 1 999 0 nonexistent
TJROGIN5ZP 2 999 0 nonexistent
EQC7GNVJLF 6 999 1 failure
OXVQEIHXH9 1 1 1 success
X92W961JG1 1 999 0 nonexistent
MT3K4TV9GS 2 999 0 nonexistent
ZA9DQOUV80 3 999 0 nonexistent
1GB11Q8MB4 10 999 0 nonexistent
AP37X0U5M0 4 999 0 nonexistent
IZM4XI15Z1 4 999 0 nonexistent
O6N2PWJ8PX 1 999 1 failure
CI7LSKYCPE 1 999 0 nonexistent
MZQ7H2NYVL 2 999 0 nonexistent
W4R3KS3JP1 1 999 0 nonexistent
YIQL13IP37 2 4 1 success
8CI1AUJF31 2 999 0 nonexistent
RZRATZ1DJ4 3 999 0 nonexistent
JGLQFT67O6 1 999 0 nonexistent
CJRXD2XNJE 1 999 0 nonexistent
07WTDHB88E 2 12 1 success
QEHGJJFUCL 1 6 1 success
3EUNAN4U3K 2 999 0 nonexistent
PPB0HEHXO6 1 999 0 nonexistent
ZQQU0D9SOI 1 999 0 nonexistent
57QAY37JD0 3 999 0 nonexistent
E1QV4CJ33B 2 999 0 nonexistent
NMQXXOBRR6 7 999 0 nonexistent
P0TZT6O0EY 2 999 1 failure
AQ1YPGPLF6 1 999 0 nonexistent
P3U5G6V26M 2 999 0 nonexistent
HFMRSACIKU 4 999 0 nonexistent
22EOXTNGML 1 999 0 nonexistent
08U9LELH5E 2 999 0 nonexistent
DP21FVLPQ5 2 999 0 nonexistent
Q2ML55E8UF 1 999 0 nonexistent
